Parque Arqueologico,Elemento arqueológico,Nombre elemento arqueológico,Código ICANH,Descripción,Ubicación actual dentro del parque,Datos historicos,Dimensiones visibles,Técnica de elaboración,Datos bibliograficos
Alto de los Idolos,escultura,Banco con caras en el borde,No.281,Roca en forma de banco con decoraciones de caras en el borde. Estas caras no son iguales unas de otras.,"Meseta B, Alto de Los Idolos","La escultura número 281 se encuentra referenciada por Duque y Cubillos en su reconocimiento del lugar en 1970 así “Hacia los extremos del sepulcro, que está orientado de norte a sur, hay dos figuras de piedra,... la segunda de trono o asiento circular, circundado en el borde por motivos antropomorfos en bajo relieve. Según las noticias recogidas por nosotros, estas últimas proceden de una tumba cercana, situada a poco más de cien metros de distancia, en dirección E, y excavada por guaqueros, entre 1940 y 1950.”",diámetro 65cm  x 43cm  x 40cm.,Roca esculpida en todas las caras con detalles tallados más finamente en el borde.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 281.
Duque Gómez, 1964. Lám. XLI, 1983 (plancha 132)
Reichel-Dolmatoff, 1972 Pág.138 (Lám.99).
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 203 Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,Lagarto,No.282,"Escultura tridimensional zoomorfa. Este lagarto tiene ojos de forma circular, la boca ancha, extremidades definidas y cola ancha y larga..","Meseta B, Alto de Los Idolos","La escultura número 282 está referenciada por Duque y Cubillos en su reconocimiento en 1970 así “Continuada la excavación hacia el costado SE, se halló una interesante escultura de piedra, también con figura de cocodrilo raniforme, como el de la tumba antes descrita. Estaba boca arriba. Posiblemente tal figura ocupaba una posición similar a la anterior, es decir, tendida sobre el techo de la tumba. Sin embargo, la naturaleza del estrato que la cubría no tenía perturbaciones ocasionadas por excavaciones de buscadores de tesoros, lo que podría dar lugar a pensar que en esta posición fue dejada por los aborígenes.”.",236cm  x 79cm  x 44cm,"Talla tridimensional con volúmenes marcados especialmente en extremidades anteriores,  en la parte superior. Superficie deteriorada que no permite observar los rastros de las herramientas de trabajo.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 278.
Reichel-Dolmatoff, 1972 Pág.141 (Lám.101).
Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 204, 213. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,escultura,Figura de orejas salientes,No.283,"Escultura tridimensional humana,. Lleva sobre su cabeza un gorro o tocado, las orejas llevan oejeras sobresalientes, los ojos de forma circular, los brazos y manos van sobre el cuerpo y entre la manos derecha un objeto puntiagudo.  Los pies están bien definidos.",terraplén central  del Alto de los Ídolos.,Hallada en el terraplén central  del Alto de los Ídolos.,85cm  x 52cm  x 32cm.,"Talla tridimensional con volúmenes pronunciados y formas naturalistas bien logradas particularmente en la parte anterior. Superficie homogénea; regular. Rastros de policromía roja, blanca y negra en el anverso de la escultura. Piedra crema con incrustaciones de otras rocas.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 283.                                                                                                                                   Duque Gómez, 1983 Pág.79."
Alto de los Idolos,escultura,Escultura tridimensional naturalista.,No.285,"Representación humana, que lleva los brazos sobre el cuerpo, las manos no se observan, los  ojos tienen forma semi circular y la boca cerrada.",terraplén central  del Alto de los Ídolos.,Hallada en el terraplén central  del Alto de los Ídolos.,87cm  x 45cm  x 26cm.,"Talla tridimensional con volúmenes poco pronunciados y formas naturalistas, talla solo en el frente y los costados, detalles realizados con incisiones. Superficie relativamente homogénea.","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 285.
Gamboa Hinestrosa, 1971 (fig.15).
Duque Gómez, 1983 (plancha 76)"
Alto de los Idolos,Sarcófago,Sarcófago,S-3,Sarcófago monolítico con canal de desague,Montículo !. Meseta A. Alto de los Idolos,"El sarcófago No.3 del Montículo 1. El primero que se refiere a éste es Preuss en su reconocimiento de 1914, “Un sepulcro, del cual se había quitado ya la tapa anterior y que sobresalía de la tierra al extremo septentrional del sarcófago, se encontraba en un montículo artificial de unos 3 a 4 m. De alto y 16 de diámetro, a 230m al oeste del Adoratorio.... El borde del sarcófago, al cual le correspondían los pies del cadáver, ostentaba en el centro del extremo norte una ranura transversal.”. Posteriormente en anotaciones de Duque y Cubillos, sobre su reconocimiento de 1970, relatan “aparece el sarcófago con su tapa correspondiente, la que se rompió a causa de un desplazamiento sorpresivo de una de las losas de cubierta... Nuestra comisión comprobó que el sarcófago estaba rodeado de una gruesa capa de arcilla blanquecina o “pañete” (cinerita), colocada entre los costados de éste y las paredes de piedra de la cámara.”.",255cm  x 73cm  x 43cm.,"Talla monolítica y precisa. Rastros de policromía negra, amarilla y roja.","Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 25, 33. Ed. Arco. Bogotá. 1979.2.                                                                                                                                                           Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974. Pág.114"
Alto de los Idolos,Sarcófago,Sarcófago monolítico con dos agarraderas.,S-4,"Sarcófago monolítico ancho, de paredes gruesas y con agarraderas, dos en la parte superior y dos en la parte posterior.",Montículo II. Meseta A. Alto de Los Ídolos,"Este sarcófago fue reconocido por Preuss, en 1914 “...lo más extraño de este sarcófago era una ranura en el extremo norte, como para que saliera algún líquido... lo nuevo eran los dos sostenes, largos 0.33 y 0.36 m. Que se encontraban en los dos extremos del sarcófago. Parecían haber sido hechos con el fin de poder cargar el sarcófago en los hombros, cosa del todo imposible si se tiene en cuenta el enorme peso.”. Posteriormente lo reseñan Duque y Cubillos “Las exploraciones permitieron el descubrimiento completo del sarcófago, el más grande que existe en la zona y el más pesado, en cuyo bloque fueron talladas cuatro, dos en la parte delantera y otras dos en el extremo posterior....En la parte delantera tiene un pequeño canal, de 18 cm. de longitud y 8cm. de anchura, canal que aparece en otros sarcófagos del mismo sitio y en varios de los que se encuentran en el Parque Arqueológico de San Agustín. En el estudio comparativo que adelantamos sobre nuestros hallazgos, formularemos una hipótesis de trabajo sobre el posible significado de estas acanaladuras, que parecen estar en íntima relación con el sexo de los personajes allí inhumados.”",300cm  x 129cm  x 70cm.,Talla monolítica realizada con precisión. Las agarraderas son volúmenes salientes cuya superficie es regular y homogénea.,"Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág.67, 68, 69, 73 y 77. Ed. Arco. Bogotá. 1979."
Alto de los Idolos,Sarcófago,Sarcófago monolítico con tapa y vertedera.,S-5,Sarcófago monolítico con vertedera y tapa sin decoración. Paredes anchas y forma general trapezoidal,"Montículo VII. Meseta A, Alto de Los Ídolos.","Sobre este sarcófago se refiere Preuss, “Este sepulcro, situado a 13 m. De distancia del sepulcro B, en dirección sur, estaba en gran parte ya excavado....Tiene una orientación este 15° norte a oeste 15° sur;...La gran laja que lo tapaba tiene 3,95 m. De largo por 1,02m de ancho y 0,25m. De fondo. La hallé encima del sarcófago, lo mismo que las tres pilastras laterales del lado izquierdo, o sur, que encontré caídas sobre el sarcófago y que retiré en su lugar primitivo... El sarcófago tiene una ranura en el centro del borde dirigido hacia oriente...”. Acerca del sarcófago con tapa relatan Duque y Cubillos “...un sarcófago monolítico, de grandes proporciones, con su tapa, también de piedra, en buen estado de conservación.”",Sarcófago : 245cm  x 48cm  x 43cm. Tapa : 241cm. X 84 cm. X 20 cm.,"Talla monolítica, sin decoración con rastros de policromía amarilla, superficie relativamente homogénea.","Duque Gómez, Luis A., Cubillos, Julio Cesar. Arqueología de San Agustín. Alto de Los Idolos. Montículos y tumbas. Pág. 147. Ed. Arco. Bogotá. 1979.
Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974 Pág.117 (plancha 72, 1)."
Alto de los Idolos,escultura,Figura zoomorfa,No.286,"Escultura tallada en piedra con representación zoomorfa, en parte de la piedra.",terraplén central  del Alto de los Ídolos.,Hallada en el terraplén central  del Alto de los Ídolos.,79cm  x 30cm  x 30cm,"Talla tridimensional no muy profunda con volúmenes redondeados únicamente en la parte anterior. Superficie dura, lisa y homogénea","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 286"
Alto de los Idolos,escultura,cabeza,No.288,"Escultura con representación humana. Cabeza con ojos de forma redondeada y nariz ancha que presenta en la parte posterior talla, probablemente se trate de la representación de otra cara.","Meseta B, Alto de Los Idolos",montículo 1 de la Meseta B.,40cm  x 53cm  x 63cm.,Talla tridimensional con formas de poco volumen y ovaladas.,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 288."
Alto de los Idolos,escultura,Escultura humana,No.292,"Representación humana que lleva tocado con faja de motivos lineales incisos, ojos semicirculares, nariz grande y ancha, boca semiabierta, brazos a los lados cuyas manos se juntan en el pecho. Las piernas son cortas y aparecen distintas por la franja incisa que las separa.",Frenta a Casa- Museo Juan Friede,Se desconoce su ubicación dentro del parque Alto de los Idolos,114cm  x 49cm  x 22cm.,"Talla tridimensional de volúmenes toscos en donde no hay mayores detalles, excepto en el tocado. Roca blanca oscura con incrustaciones de rocas pequeñas y blancas","Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974. Pág.120. (Plancha:74, 1-2)                   
Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 292."
Alto de los Idolos,escultura,Figura humana con cuenco,No.304,"Representación humana con gorro, ojos semicirculares, boca esbozada, collar en el pecho y brazaletes. Brazos y manos en el pecho y en la mano derecha un cuenco. Piernas flexionadas en donde se distinguen claramente los dedos de los pies.",Frenta a Casa- Museo Juan Friede,Se desconoce su ubicación dentro del parque Alto de los Idolos,110cm  x 55cm  x 39cm.,"Talla tridimensional, delicada con volúmenes pronunciados y claramente manejados en el sombrero, las nariz, piernas y manos. Detalles incisos en piernas, manos y pecho. Talla realizada únicamente por la cara anterior. Superficie homogénea; pareja. Roca crema con incrustaciones de rocas pequeñas  blancas","Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974. Pág.124. (Plancha: 8,2,81, 1;82,2)                   
Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá. 1987. Escultura No. 304.
Gamboa Hinestrosa, 1971 Fig.30."
Alto de las Piedras,escultura,Escultura humana,No. 289,"Figura masculina con una segunda cabeza encima (Preuss). Se trata de una representación humana, quizás de un chamán, disfrazado con máscara y atuendos de significación religiosa, entre los que aparecen, como símbolos, el jaguar, la serpiente, y el zorro, elementos de la fauna incorporados a la mítica por estos antiguos pueblos (Duque y Cubillos).",Montículo I. Alto del as Piedras,En el extremo norte del sitio Alto de las pierdrtas se encoetnró esta escultura,223cm x 35cm x 96,Talla tridimensional  con volúmenes definidos y bien trazados que le dan un acabado real,"Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá, 1987. Esc No 289. Pág. 171
 Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974 Pág.118  (plancha 73,1-4:75).
Gamboa Hinestrosa, 1971 (Fig.3)
Reichel-Dolmatoff 1972 Pág.76 . 108-9. (lám 75 y 76)."
Alto de las Piedras,escultura,Escultura humana,No. 294,"Representación de un guerrero, de pie, con una cabeza antropozoomorfa encima, la cual remata, hacia la espalda, en un apéndice serpentiforme, con dos cabezas crestadas divergentes. Esta figura lleva una maza terciada a la derecha Duque y Cubillos. Presenta un cubre sexo escalonado.",Montículo III. Alto del as Piedras,"Se ubica en lugar que Preuss denomina Sitio C con dos figuras y un cercado de piedras. Hallamos aquí en primer termino, la gran figura de un guerrero echado de espalda, con una maza y una segunda cabeza encima (pl. 75,2; 76, 1, 3). (…) La figura miraba probablemente hacia el sur. Recuerda las estatuas cariátides que flanquean el templete del montículo oriental de la mesita A del parque arqueológico de San Agustín, auqnue presenta un estilo más primitivo. A dos metros de distancia tenía una especie de cerco, formado por tres piedras, colocadas en fila (…) según informa Preuss. En la actualidad no es posible reconocer ningún vestigio de la vieja estructura, que posiblemente era otro corredor funerario, presidido por el guerrero antes descrito. El montículo habría tenido una forma semejante al n° 3 que tiene dos templetes funerarios Duque y Cubillos 1993",124cm  x 87cm x 35cm,"Talla tridimensionalprofunda con volúmenes redondeados únicamente en la parte anterior y poco trabjada en el reverso. Superficie dura, lisa y homogénea","Sotomayor María Lucia, Uribe Maria Victoria. Estatuaria del Macizo Colombiano. Colcultura. Bogotá, 1987. Esc No 294. Pág. 174
Preuss K. TH. Arte Monumental Prehistórico. Universidad nacional de Colombia. Bogotá. 1974 P:121   (plancha 75,2;76,1-3).
Reichel-Dolmatoff 1972 Pág.66"
